layer,epoch,train_loss,train_accuracy,val_accuracy,best_accuracy,is_best
0,1,0.6741151213645935,0.14339622641509434,0.0,0.0,False
0,2,0.6204506158828735,0.1421383647798742,0.0,0.0,False
0,3,0.5808973610401154,0.14339622641509434,0.0,0.0,False
0,4,0.5533089190721512,0.14339622641509434,0.0,0.0,False
0,5,0.5355274081230164,0.1421383647798742,0.0,0.0,False
0,6,0.5253444761037827,0.12955974842767295,0.0,0.0,False
0,7,0.5203272849321365,0.1320754716981132,0.0,0.0,False
0,8,0.518298551440239,0.1421383647798742,0.0,0.0,False
0,9,0.5174386501312256,0.12578616352201258,0.0,0.0,False
0,10,0.516548216342926,0.1421383647798742,0.1457286432160804,0.1457286432160804,True
0,11,0.5149307250976562,0.1421383647798742,0.0,0.1457286432160804,False
0,12,0.5124682635068893,0.1421383647798742,0.0,0.1457286432160804,False
0,13,0.5094404220581055,0.14088050314465408,0.0,0.1457286432160804,False
0,14,0.5062549263238907,0.13459119496855346,0.0,0.1457286432160804,False
0,15,0.5033709555864334,0.13584905660377358,0.0,0.1457286432160804,False
0,16,0.5007980093359947,0.1421383647798742,0.0,0.1457286432160804,False
0,17,0.49855611473321915,0.1270440251572327,0.0,0.1457286432160804,False
0,18,0.49652113020420074,0.14339622641509434,0.0,0.1457286432160804,False
0,19,0.4944870173931122,0.1421383647798742,0.0,0.1457286432160804,False
0,20,0.49282256513834,0.12578616352201258,0.1457286432160804,0.1457286432160804,True
0,21,0.49117159098386765,0.12955974842767295,0.0,0.1457286432160804,False
0,22,0.4895003214478493,0.1270440251572327,0.0,0.1457286432160804,False
0,23,0.48782866448163986,0.1270440251572327,0.0,0.1457286432160804,False
0,24,0.48652392625808716,0.1421383647798742,0.0,0.1457286432160804,False
0,25,0.48530397564172745,0.1421383647798742,0.0,0.1457286432160804,False
0,26,0.4839843288064003,0.12830188679245283,0.0,0.1457286432160804,False
0,27,0.4827861711382866,0.10943396226415095,0.0,0.1457286432160804,False
0,28,0.4817984253168106,0.12955974842767295,0.0,0.1457286432160804,False
0,29,0.48051881790161133,0.13333333333333333,0.0,0.1457286432160804,False
0,30,0.4796297401189804,0.1270440251572327,0.1407035175879397,0.1457286432160804,False
0,31,0.47878792881965637,0.1320754716981132,0.0,0.1457286432160804,False
0,32,0.47784876823425293,0.12830188679245283,0.0,0.1457286432160804,False
0,33,0.477097250521183,0.1320754716981132,0.0,0.1457286432160804,False
0,34,0.4762192964553833,0.1421383647798742,0.0,0.1457286432160804,False
0,35,0.47562723606824875,0.11823899371069183,0.0,0.1457286432160804,False
0,36,0.47489600628614426,0.13459119496855346,0.0,0.1457286432160804,False
0,37,0.47426363080739975,0.13962264150943396,0.0,0.1457286432160804,False
0,38,0.4734415262937546,0.13333333333333333,0.0,0.1457286432160804,False
0,39,0.4727708548307419,0.1270440251572327,0.0,0.1457286432160804,False
0,40,0.47239337116479874,0.12452830188679245,0.1457286432160804,0.1457286432160804,True
0,41,0.47201094776391983,0.14339622641509434,0.0,0.1457286432160804,False
0,42,0.4713088795542717,0.13459119496855346,0.0,0.1457286432160804,False
0,43,0.47053666412830353,0.13333333333333333,0.0,0.1457286432160804,False
0,44,0.47043047845363617,0.14088050314465408,0.0,0.1457286432160804,False
0,45,0.4700843021273613,0.13459119496855346,0.0,0.1457286432160804,False
0,46,0.4694528505206108,0.13836477987421383,0.0,0.1457286432160804,False
0,47,0.46909090876579285,0.13836477987421383,0.0,0.1457286432160804,False
0,48,0.46898452937602997,0.13333333333333333,0.0,0.1457286432160804,False
0,49,0.4686089754104614,0.14968553459119496,0.0,0.1457286432160804,False
0,50,0.46822860836982727,0.13836477987421383,0.1407035175879397,0.1457286432160804,False
1,1,0.6477475166320801,0.1421383647798742,0.0,0.0,False
1,2,0.566127359867096,0.1421383647798742,0.0,0.0,False
1,3,0.5163933336734772,0.14088050314465408,0.0,0.0,False
1,4,0.48828042298555374,0.1471698113207547,0.0,0.0,False
1,5,0.4737309142947197,0.13459119496855346,0.0,0.0,False
1,6,0.46743397414684296,0.14465408805031446,0.0,0.0,False
1,7,0.4658491238951683,0.14339622641509434,0.0,0.0,False
1,8,0.4663337469100952,0.14339622641509434,0.0,0.0,False
1,9,0.46687087416648865,0.14339622641509434,0.0,0.0,False
1,10,0.46633031219244003,0.14339622641509434,0.1407035175879397,0.1407035175879397,True
1,11,0.46461910009384155,0.14339622641509434,0.0,0.1407035175879397,False
1,12,0.4622562378644943,0.13333333333333333,0.0,0.1407035175879397,False
1,13,0.459670715034008,0.14088050314465408,0.0,0.1407035175879397,False
1,14,0.45751576870679855,0.13584905660377358,0.0,0.1407035175879397,False
1,15,0.45568445324897766,0.14339622641509434,0.0,0.1407035175879397,False
1,16,0.4541121646761894,0.14339622641509434,0.0,0.1407035175879397,False
1,17,0.452705517411232,0.1320754716981132,0.0,0.1407035175879397,False
1,18,0.45135316252708435,0.1421383647798742,0.0,0.1407035175879397,False
1,19,0.45008330047130585,0.14339622641509434,0.0,0.1407035175879397,False
1,20,0.4488743990659714,0.1459119496855346,0.1407035175879397,0.1407035175879397,True
1,21,0.4479793384671211,0.13333333333333333,0.0,0.1407035175879397,False
1,22,0.4470057860016823,0.1421383647798742,0.0,0.1407035175879397,False
1,23,0.4463176056742668,0.1421383647798742,0.0,0.1407035175879397,False
1,24,0.4455629214644432,0.12452830188679245,0.0,0.1407035175879397,False
1,25,0.444547638297081,0.1559748427672956,0.0,0.1407035175879397,False
1,26,0.44395000487565994,0.1471698113207547,0.0,0.1407035175879397,False
1,27,0.4435756877064705,0.1421383647798742,0.0,0.1407035175879397,False
1,28,0.44291603565216064,0.15849056603773584,0.0,0.1407035175879397,False
1,29,0.44239621609449387,0.1509433962264151,0.0,0.1407035175879397,False
1,30,0.4418838173151016,0.15974842767295597,0.1457286432160804,0.1457286432160804,True
1,31,0.4413539990782738,0.13584905660377358,0.0,0.1457286432160804,False
1,32,0.4409487694501877,0.1509433962264151,0.0,0.1457286432160804,False
1,33,0.44057902693748474,0.1459119496855346,0.0,0.1457286432160804,False
1,34,0.4404170513153076,0.12327044025157233,0.0,0.1457286432160804,False
1,35,0.4398442357778549,0.13584905660377358,0.0,0.1457286432160804,False
1,36,0.4397108256816864,0.1270440251572327,0.0,0.1457286432160804,False
1,37,0.4394286796450615,0.1270440251572327,0.0,0.1457286432160804,False
1,38,0.4388624355196953,0.1270440251572327,0.0,0.1457286432160804,False
1,39,0.4386906921863556,0.14339622641509434,0.0,0.1457286432160804,False
1,40,0.43859627842903137,0.1320754716981132,0.1407035175879397,0.1457286432160804,False
1,41,0.4384157210588455,0.1169811320754717,0.0,0.1457286432160804,False
1,42,0.43813764303922653,0.13333333333333333,0.0,0.1457286432160804,False
1,43,0.4380396381020546,0.1320754716981132,0.0,0.1457286432160804,False
1,44,0.43799926340579987,0.1459119496855346,0.0,0.1457286432160804,False
1,45,0.4376622438430786,0.13584905660377358,0.0,0.1457286432160804,False
1,46,0.43770722299814224,0.12830188679245283,0.0,0.1457286432160804,False
1,47,0.43783430755138397,0.13333333333333333,0.0,0.1457286432160804,False
1,48,0.4375680387020111,0.1320754716981132,0.0,0.1457286432160804,False
1,49,0.43743107467889786,0.1320754716981132,0.0,0.1457286432160804,False
1,50,0.4376022145152092,0.12955974842767295,0.1457286432160804,0.1457286432160804,True
2,1,0.6283880025148392,0.14339622641509434,0.0,0.0,False
2,2,0.5030629709362984,0.14339622641509434,0.0,0.0,False
2,3,0.44826381653547287,0.14339622641509434,0.0,0.0,False
2,4,0.42902659624814987,0.14339622641509434,0.0,0.0,False
2,5,0.42436305433511734,0.14968553459119496,0.0,0.0,False
2,6,0.4260856956243515,0.12955974842767295,0.0,0.0,False
2,7,0.4309603348374367,0.12830188679245283,0.0,0.0,False
2,8,0.4358983412384987,0.12327044025157233,0.0,0.0,False
2,9,0.43752965331077576,0.14339622641509434,0.0,0.0,False
2,10,0.4354921355843544,0.14339622641509434,0.1407035175879397,0.1407035175879397,True
2,11,0.4317544102668762,0.14968553459119496,0.0,0.1407035175879397,False
2,12,0.4288577064871788,0.1559748427672956,0.0,0.1407035175879397,False
2,13,0.4277428984642029,0.13333333333333333,0.0,0.1407035175879397,False
2,14,0.42782822996377945,0.14339622641509434,0.0,0.1407035175879397,False
2,15,0.428147092461586,0.14339622641509434,0.0,0.1407035175879397,False
2,16,0.42772582173347473,0.15849056603773584,0.0,0.1407035175879397,False
2,17,0.4265313223004341,0.13333333333333333,0.0,0.1407035175879397,False
2,18,0.42535293847322464,0.1421383647798742,0.0,0.1407035175879397,False
2,19,0.42487189173698425,0.14088050314465408,0.0,0.1407035175879397,False
2,20,0.4246438443660736,0.13081761006289308,0.24623115577889448,0.24623115577889448,True
2,21,0.42459699511528015,0.14465408805031446,0.0,0.24623115577889448,False
2,22,0.42391759157180786,0.12830188679245283,0.0,0.24623115577889448,False
2,23,0.4235200062394142,0.1471698113207547,0.0,0.24623115577889448,False
2,24,0.4232385903596878,0.1421383647798742,0.0,0.24623115577889448,False
2,25,0.42301425337791443,0.13584905660377358,0.0,0.24623115577889448,False
2,26,0.422937236726284,0.13081761006289308,0.0,0.24623115577889448,False
2,27,0.4223570376634598,0.15849056603773584,0.0,0.24623115577889448,False
2,28,0.42220930755138397,0.13081761006289308,0.0,0.24623115577889448,False
2,29,0.42241860181093216,0.11823899371069183,0.0,0.24623115577889448,False
2,30,0.4219931438565254,0.1320754716981132,0.1457286432160804,0.24623115577889448,False
2,31,0.4219787195324898,0.13459119496855346,0.0,0.24623115577889448,False
2,32,0.42189115285873413,0.12955974842767295,0.0,0.24623115577889448,False
2,33,0.4217194765806198,0.14339622641509434,0.0,0.24623115577889448,False
2,34,0.42139004170894623,0.15723270440251572,0.0,0.24623115577889448,False
2,35,0.42125559598207474,0.1371069182389937,0.0,0.24623115577889448,False
2,36,0.421186625957489,0.1220125786163522,0.0,0.24623115577889448,False
2,37,0.42141125351190567,0.14339622641509434,0.0,0.24623115577889448,False
2,38,0.4210636466741562,0.13459119496855346,0.0,0.24623115577889448,False
2,39,0.420883871614933,0.11823899371069183,0.0,0.24623115577889448,False
2,40,0.42095234245061874,0.12830188679245283,0.1457286432160804,0.24623115577889448,False
2,41,0.4210422933101654,0.1610062893081761,0.0,0.24623115577889448,False
2,42,0.4208115190267563,0.1509433962264151,0.0,0.24623115577889448,False
2,43,0.4208855926990509,0.12830188679245283,0.0,0.24623115577889448,False
2,44,0.42073843628168106,0.1660377358490566,0.0,0.24623115577889448,False
2,45,0.420901820063591,0.1371069182389937,0.0,0.24623115577889448,False
2,46,0.4204818457365036,0.14339622641509434,0.0,0.24623115577889448,False
2,47,0.42116953432559967,0.1371069182389937,0.0,0.24623115577889448,False
2,48,0.42087191343307495,0.12075471698113208,0.0,0.24623115577889448,False
2,49,0.42064762115478516,0.14339622641509434,0.0,0.24623115577889448,False
